2013-07-19,全銘柄日足,http://k-db.com/site/default.aspx
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
3393-T,スターティア,東証マザーズ,卸売業,1249,1250,1198,1210,12900,15681500
3394-T,NVC,東証マザーズ,卸売業,247900,247900,218800,224100,103,23846400
3395-T,サンマルクHD,東証1部,小売業,4825,4845,4695,4730,56400,267785000
3396-T,フェリシモ,東証1部,小売業,1174,1179,1153,1169,13000,15224200
3397-T,トリドール,東証1部,小売業,1091,1101,1040,1054,353300,373099100
3398-T,クスリのアオキ,東証1部,小売業,7530,7550,7410,7430,13200,98792000
3399-T,山岡家,東証JQスタンダード,小売業,-,-,-,-,0,0
3401-T,帝人,東証1部,繊維製品,234,234,220,224,12999000,2947549000
3402-F,東レ,福証,繊維製品,-,-,-,-,0,0
3402-S,東レ,札証,繊維製品,-,-,-,-,0,0
3402-T,東レ,東証1部,繊維製品,697,698,673,684,9844000,6752638000
3405-T,クラレ,東証1部,化学,1446,1455,1395,1403,2352700,3324668800
3407-F,旭化成,福証,化学,-,-,-,-,0,0
3407-S,旭化成,札証,化学,-,-,-,-,0,0
3407-T,旭化成,東証1部,化学,668,669,651,664,8098000,5349782000
3408-T,サカイオーベ,東証1部,繊維製品,149,150,142,144,1070000,155119000
3409-T,北日紡,東証2部,繊維製品,36,38,36,37,176000,6555000
3420-T,ケーエフシー,東証2部,金属製品,-,-,-,-,0,0
3421-T,稲葉製作,東証1部,金属製品,1636,1639,1628,1631,52400,85588200
3423-T,エスイー,東証JQスタンダード,金属製品,668,670,645,660,60000,39411000
3424-T,ミヤコ,東証JQスタンダード,金属製品,-,-,-,-,0,0
3426-T,アトムリビン,東証JQスタンダード,金属製品,920,920,919,920,900,827800
3431-T,宮地エンジ,東証1部,金属製品,165,168,158,162,1064000,173556000
3433-T,トーカロ,東証1部,金属製品,1377,1385,1363,1374,58400,80141400
3434-T,アルファCo,東証1部,金属製品,1025,1028,1015,1015,5200,5307600
3435-T,サンコーテクノ,東証JQスタンダード,金属製品,2551,2555,2501,2548,2500,6335900
3436-T,SUMCO,東証1部,金属製品,1060,1074,1011,1018,2758700,2851503300
3437-T,特殊電極,東証JQスタンダード,金属製品,188,188,184,188,16000,2977000
3439-T,三ツ知,東証JQスタンダード,金属製品,782,782,782,782,1900,1485800
3440-F,日創プロ,福証QBoard,金属製品,13000,13500,12260,12900,26500,336730000
3441-T,山王,東証JQスタンダード,金属製品,284,285,275,278,9400,2633300
3443-T,川田TECH,東証1部,金属製品,2912,2912,2740,2864,20100,57665500
3444-T,菊池製作,東証JQスタンダード,金属製品,540,541,515,523,10900,5756800
3501-T,住江織,東証1部,繊維製品,259,259,245,250,209000,52668000
3512-T,日フエルト,東証1部,繊維製品,437,437,429,431,13600,5880200
3513-T,イチカワ,東証1部,繊維製品,283,283,280,280,30000,8442000
3514-T,日バイリン,東証1部,繊維製品,521,523,506,511,175000,89874000
3515-T,フジコー,東証JQスタンダード,繊維製品,491,491,490,490,4000,1961000
3521-T,エコナックHD,東証1部,不動産業,54,54,52,52,353000,18724000
3524-T,日東網,東証1部,繊維製品,130,130,127,127,100000,12853000
3526-T,芦森工,東証1部,繊維製品,149,151,146,147,1834000,272208000
3528-T,グローベルス,東証2部,不動産業,70,70,66,68,555000,37912000
3529-T,アツギ,東証1部,繊維製品,113,113,111,111,570000,63938000
3551-T,ダイニック,東証1部,繊維製品,179,180,175,178,72000,12760000
3553-T,共和レザ,東証1部,化学,305,305,298,299,20200,6079300
3569-T,セーレン,東証1部,繊維製品,735,739,702,724,282200,203789700
3571-T,ソトー,東証2部,繊維製品,905,906,904,904,2600,2352400
3577-T,東海染,東証1部,繊維製品,119,119,110,114,249000,28400000
3578-T,倉庫精,東証2部,繊維製品,124,124,124,124,2000,248000
3580-T,小松精,東証1部,繊維製品,515,515,495,495,25000,12566000
3583-T,オーベクス,東証2部,繊維製品,111,111,110,111,26000,2883000
3587-T,プリンシバル,東証JQスタンダード,卸売業,35,36,35,35,816200,28678300
3591-T,ワコールHD,東証1部,繊維製品,1045,1046,1023,1027,383000,395228000
3593-T,ホギメディ,東証1部,繊維製品,6060,6140,5940,5970,69400,420044000
3597-T,自重堂,東証2部,繊維製品,915,915,913,913,3000,2743000
3598-T,山喜,東証2部,繊維製品,167,167,165,166,4100,681500
3599-T,コーコス信岡,東証JQスタンダード,繊維製品,559,559,559,559,100,55900
3600-T,フジックス,東証2部,繊維製品,-,-,-,-,0,0
3604-T,川本産業,東証2部,繊維製品,401,408,401,408,1600,645300
3606-T,レナウン,東証1部,繊維製品,137,138,131,133,615000,82304700
3607-T,クラウディア,東証1部,繊維製品,1160,1161,1154,1154,11300,13085800
3608-T,TSIHD,東証1部,繊維製品,755,776,732,751,675200,508648100
3620-T,Dハーツ,東証1部,情報・通信業,2387,2419,2220,2281,187600,430275500
3622-T,ネットイヤー,東証マザーズ,情報・通信業,848,868,745,746,1189500,944343500
3623-T,ビリングシス,東証マザーズ,情報・通信業,929,995,915,958,26800,25146100
3624-T,アクセルマーク,東証マザーズ,情報・通信業,532,532,504,510,11100,5758800
3625-T,テックファーム,東証JQグロース,情報・通信業,210000,215700,189000,203000,954,193960400
3626-T,ITHD,東証1部,情報・通信業,1258,1259,1231,1237,551100,684172700
3627-T,ネオス,東証1部,情報・通信業,83000,83000,78800,81000,3472,282453600
3628-T,データHR,東証マザーズ,情報・通信業,524,525,515,515,4300,2238400
3630-T,電算システム,東証1部,情報・通信業,1170,1170,1130,1151,33600,38594800
3632-T,グリー,東証1部,情報・通信業,861,874,815,832,7560000,6349314500
3633-T,ペパボ,東証JQスタンダード,情報・通信業,3950,3970,3905,3940,2100,8257000
3634-T,ソケッツ,東証マザーズ,情報・通信業,1282,1289,1170,1180,27000,33212400
3635-T,コーエーテクモ,東証1部,情報・通信業,990,997,954,970,189300,184958300
3636-T,三菱総研,東証1部,情報・通信業,2233,2246,2151,2181,26700,59012100
3639-T,ボルテージ,東証1部,情報・通信業,907,911,838,874,78500,68700200
3640-T,電算,東証1部,情報・通信業,1788,1790,1770,1770,5300,9411100
3641-T,パピレス,東証JQスタンダード,情報・通信業,2609,2615,2567,2572,5600,14508300
3644-T,1stHD,東証2部,情報・通信業,873,873,873,873,600,523800
3645-T,JMNC,東証マザーズ,情報・通信業,932,947,865,875,96100,86749400
3646-T,駅探,東証マザーズ,情報・通信業,497,505,489,502,5700,2832800
3647-T,コネクトHD,東証マザーズ,情報・通信業,76,76,70,71,452100,32674800
3648-T,AGS,東証2部,情報・通信業,917,918,903,903,4000,3648800
3649-T,ピーエスシー,東証JQスタンダード,情報・通信業,4775,4810,4725,4740,12700,60394000
3652-T,DMP,東証マザーズ,情報・通信業,557,650,557,634,307300,189909900
3653-T,モルフォ,東証マザーズ,情報・通信業,1224,1224,1089,1162,11100,12993400
3654-T,ヒトコム,東証2部,情報・通信業,1378,1386,1305,1360,119200,162830900
3655-T,ブレインP,東証マザーズ,情報・通信業,1812,1874,1625,1776,149200,261707500
3656-T,KLab,東証1部,情報・通信業,1507,1534,1329,1400,10997000,15780203100
3657-T,ポールHD,東証1部,情報・通信業,2697,2725,2520,2579,151400,394673700
3658-T,イーブック,東証マザーズ,情報・通信業,2139,2139,2028,2064,48200,99463300
3659-T,ネクソン,東証1部,情報・通信業,1240,1249,1205,1241,1603600,1976796700
3660-T,アイスタイル,東証1部,情報・通信業,697,700,677,680,31800,21806600
3661-T,エムアップ,東証マザーズ,情報・通信業,1004,1006,950,971,78300,76478500
3662-T,エイチーム,東証1部,情報・通信業,3260,3400,3170,3325,674500,2224036000
3663-T,アートスパーク,東証2部,情報・通信業,398,410,382,398,133200,52939500
3664-T,モブキャスト,東証マザーズ,情報・通信業,1630,1630,1500,1540,127300,200528100
3665-T,エニグモ,東証マザーズ,情報・通信業,13740,13740,13200,13350,15000,201639000
3666-T,テクノスJPN,東証JQスタンダード,情報・通信業,2307,2307,2187,2210,9900,21994300
3667-T,enish,東証マザーズ,情報・通信業,5750,6280,5170,5910,1310400,7617655000
3668-T,コロプラ,東証マザーズ,情報・通信業,4800,4800,4105,4320,1702000,7661349000
3669-F,モバクリ,福証QBoard,情報・通信業,-,-,-,-,0,0
3669-T,モバクリ,東証マザーズ,情報・通信業,2898,2945,2806,2900,14100,40591000
3670-T,協立情報,東証JQスタンダード,情報・通信業,2620,2700,2611,2700,4200,11069000
3671-T,ソフトマックス,東証マザーズ,情報・通信業,4350,4380,3990,4105,18200,76344000
3672-T,オルトプラス,東証マザーズ,情報・通信業,5800,6130,5200,5520,476900,2711104000
3673-T,ブロドリーフ,東証1部,情報・通信業,1690,1690,1567,1583,169400,272142000
3674-T,オークファン,東証マザーズ,情報・通信業,16310,16870,14800,15400,558800,8854292000
3675-T,クロスマーケG,東証マザーズ,情報・通信業,1100,1122,1021,1021,31200,33128300
3708-T,特種東海,東証1部,パルプ・紙,210,210,206,207,110000,22874000
3710-T,ジョルダン,東証JQスタンダード,情報・通信業,536,536,492,525,9100,4736900
3711-T,創通,東証JQスタンダード,情報・通信業,3005,3015,2971,2991,5900,17661700
3712-T,情報企画,東証マザーズ,情報・通信業,77200,78000,76100,77700,93,7182900
3715-T,ドワンゴ,東証1部,情報・通信業,462000,469000,433000,441500,15888,7115638500
3719-T,ジェクシード,東証JQスタンダード,情報・通信業,91,91,86,88,84400,7376600
3723-T,ファルコム,東証マザーズ,情報・通信業,1604,1666,1420,1470,1022200,1588650800
3724-T,ベリサーブ,東証1部,情報・通信業,196600,196600,191200,192000,32,6176000
3726-T,フェヴリナ,東証マザーズ,小売業,162,163,159,159,11200,1796900
3727-T,APLIX,東証マザーズ,情報・通信業,450,455,421,433,30100,13152800
3730-T,マクロミル,東証1部,情報・通信業,661,662,610,637,988000,632984200
3731-T,京王ズ,東証マザーズ,情報・通信業,336,338,315,325,31200,10197100
3733-T,ソフトウェアサー,東証JQスタンダード,情報・通信業,2985,2997,2950,2950,7800,23207600
3734-T,インテアHD,東証マザーズ,情報・通信業,45500,50900,41050,46000,4431,211752200
3738-T,ティーガイア,東証1部,情報・通信業,947,957,942,945,194800,184671700
3741-T,セック,東証JQスタンダード,情報・通信業,3450,3470,3220,3470,28400,96173000
3742-T,ITBOOK,東証マザーズ,情報・通信業,125000,152200,121500,150000,16539,2319069700
3744-T,サイオス,東証マザーズ,情報・通信業,656,671,640,641,27700,18075900
3747-T,インタトレード,東証マザーズ,情報・通信業,286,286,278,282,20100,5672800
3750-T,セブンシーズ,東証2部,情報・通信業,21,22,20,21,436000,9086000
3751-T,日本アG,東証マザーズ,情報・通信業,5870,6000,5380,5650,48950,277125720
3752-T,ワイズマン,東証JQスタンダード,情報・通信業,33000,34500,33000,34000,51,1729500
3753-T,フライトシステム,東証マザーズ,情報・通信業,38500,38550,36500,38550,1817,69865850
3754-T,エキサイト,東証JQスタンダード,情報・通信業,687,690,663,665,14700,9954000
3756-T,豆蔵,東証マザーズ,情報・通信業,94200,94200,88000,92000,1676,152598300
3758-T,アエリア,東証JQスタンダード,情報・通信業,1005,1010,938,954,15700,15307100
3760-T,ケイブ,東証JQスタンダード,情報・通信業,83300,83300,78000,79700,215,17121600
3762-T,テクマトリックス,東証1部,情報・通信業,596,600,552,570,83100,48284800
3763-T,プロシップ,東証JQスタンダード,情報・通信業,1936,1938,1918,1920,3800,7347000
3765-T,ガンホー,東証JQスタンダード,情報・通信業,103100,103500,96500,98900,179495,17918001700
3766-T,システムズD,東証JQスタンダード,情報・通信業,397,397,381,381,7100,2743400
3768-T,リスクモンスター,東証JQスタンダード,情報・通信業,724,748,682,720,93600,66633300
3769-T,GMOPG,東証1部,情報・通信業,2309,2332,2116,2179,192700,426412800
3770-T,ザッパラス,東証1部,情報・通信業,74000,74800,69900,70500,1592,114035200
3771-T,システムリサーチ,東証JQスタンダード,情報・通信業,1686,1686,1610,1612,3000,4913900
3772-T,DREAMVSR,東証マザーズ,情報・通信業,57000,58000,50200,53000,211,11425300
3773-T,AMI,東証マザーズ,情報・通信業,120200,122000,110200,114700,2710,314731700
3774-T,IIJ,東証1部,情報・通信業,3445,3490,3390,3470,1873900,6450312500
3776-T,ブロバンタワ,東証JQスタンダード,情報・通信業,165,166,158,165,330500,53440200
3777-T,TLHD,東証JQグロース,情報・通信業,670,699,632,660,5384,3612794
3778-T,さくら,東証マザーズ,情報・通信業,659,659,614,630,64300,41122000
3779-T,J･エスコムHD,東証JQスタンダード,情報・通信業,81,81,76,78,59300,4642300
3782-T,DDS,東証マザーズ,情報・通信業,59700,59700,59700,59700,1494,89191800
3784-T,ヴィンクス,東証JQスタンダード,情報・通信業,178000,182900,178000,182900,14,2526000
3785-T,エイティング,東証マザーズ,情報・通信業,1316,1316,1176,1220,50500,62796600
3787-T,テクノマセマティ,東証マザーズ,情報・通信業,183000,183000,173000,178200,197,35001900
3788-T,GMOクラウド,東証マザーズ,情報・通信業,135900,137000,127700,129100,1297,169744600
3790-T,日本オフィス,東証JQスタンダード,情報・通信業,1250,1265,1245,1265,3500,4374000
3791-T,IGポート,東証JQスタンダード,情報・通信業,196600,201200,184500,189100,2086,399292400
3793-T,ドリコム,東証マザーズ,情報・通信業,151000,152000,139000,143700,2322,339266300
3794-T,NDソフトウェア,東証2部,情報・通信業,1123,1138,1090,1125,94900,105806200
3796-T,いい生活,東証マザーズ,情報・通信業,31200,37950,30550,35800,1566,52705200
3798-T,ULS-G,東証JQスタンダード,情報・通信業,98600,99500,97000,97200,77,7514700
3799-T,キーウェア,東証2部,情報・通信業,391,394,375,377,11600,4428900
3800-T,ビーエスピー,東証JQスタンダード,情報・通信業,1791,1791,1788,1788,900,1611300
3802-S,エコミック,札証アンビシャス,情報・通信業,185000,185000,152000,156000,33,5473400
3803-T,イメージINF,東証JQグロース,情報・通信業,108000,108000,108000,108000,1,108000
3804-T,システムディ,東証JQスタンダード,情報・通信業,289,289,280,282,6800,1931900
3807-T,フィスコ,東証JQグロース,情報・通信業,817,832,810,815,17800,14571200
3810-T,サイバーS,東証マザーズ,情報・通信業,113000,113000,105000,113000,2537,284356800
3811-T,ビットアイル,東証1部,情報・通信業,964,964,914,936,341000,321021000
3814-T,アルファクスFS,東証JQグロース,情報・通信業,73400,74700,72000,74700,16,1176100
3815-T,メディ工房,東証マザーズ,情報・通信業,119500,121900,109900,117100,966,112486200
3816-T,大和コン,東証JQスタンダード,情報・通信業,1525,1530,1503,1510,3100,4710800
3817-T,SRAHD,東証1部,情報・通信業,1138,1148,1131,1137,17700,20109300
3822-T,Minori,東証JQスタンダード,情報・通信業,868,868,860,861,4100,3549800
3823-T,アクロディア,東証マザーズ,情報・通信業,32400,36800,32100,34500,8783,303850000
3824-F,メディア5,福証QBoard,情報・通信業,315,315,302,302,1100,337200
3825-T,REMIX,東証マザーズ,情報・通信業,14520,15500,13450,13600,608,8568630
3826-T,システムインテ,東証マザーズ,情報・通信業,1590,1599,1540,1546,13400,20917800
3827-T,Jインベスト,東証マザーズ外国,情報・通信業,18800,18850,13320,16000,3012,51218320
3828-T,ニフティ,東証2部,情報・通信業,127500,127700,126100,126400,203,25745500
3831-T,PBITS,東証マザーズ,情報・通信業,2645,2675,2478,2510,249600,639927500
3832-T,T&CHD,東証JQグロース,情報・通信業,28100,28580,25500,26880,1679,45865600
3834-T,朝日ネット,東証1部,情報・通信業,430,431,424,425,73000,31132000
3835-T,eBASE,東証JQスタンダード,情報・通信業,1020,1020,976,982,5800,5755000
