2013-07-19,全銘柄日足,http://k-db.com/site/default.aspx
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
7937-T,ツツミ,東証1部,その他製品,2577,2596,2521,2593,16600,42806900
7938-T,リーガル,東証JQスタンダード,その他製品,333,333,320,324,42000,13620000
7939-T,研創,東証JQスタンダード,その他製品,-,-,-,-,0,0
7942-T,JSP,東証1部,化学,1544,1550,1491,1500,204400,307746900
7943-T,ニチハ,東証1部,ガラス土石,1540,1553,1513,1521,138700,212344800
7944-T,ローランド,東証1部,その他製品,1023,1038,976,991,114200,113877200
7946-T,光陽社,東証2部,その他製品,70,70,68,68,31000,2149000
7947-T,エフピコ,東証1部,化学,7040,7120,6980,7000,71800,505759000
7949-T,小松ウオル,東証1部,その他製品,1970,2027,1956,1988,155000,309591800
7951-T,ヤマハ,東証1部,その他製品,1315,1337,1272,1295,1448800,1890446200
7952-T,河合楽,東証1部,その他製品,197,208,191,196,12885000,2582886000
7955-T,クリナップ,東証1部,その他製品,821,821,793,808,30000,24156700
7956-T,ピジョン,東証1部,その他製品,8730,8870,8540,8620,271400,2358806000
7957-T,フジコピア,東証2部,その他製品,184,184,183,183,21000,3851000
7958-T,天馬,東証1部,化学,1294,1308,1284,1299,76200,98701900
7961-T,兼日農,東証1部,その他製品,159,160,155,158,341000,53674000
7962-T,キングジム,東証1部,その他製品,718,720,714,715,12100,8675500
7963-T,興研,東証JQスタンダード,その他製品,1856,1894,1855,1874,9100,17039000
7965-T,象印,東証2部,電気機器,358,358,351,351,18000,6375000
7966-T,リンテック,東証1部,その他製品,1944,1963,1902,1910,245000,473253100
7968-T,TASAKI,東証1部,その他製品,493,493,488,488,2900,1419100
7970-T,信越ポリ,東証1部,化学,337,337,330,332,139400,46483400
7971-T,東リ,東証1部,化学,204,204,200,201,99000,20033000
7972-T,イトーキ,東証1部,その他製品,534,537,519,522,129600,68379100
7974-T,任天堂,東証1部,その他製品,13250,13750,12900,13510,1936700,26121050000
7975-T,リヒトラブ,東証2部,その他製品,190,190,190,190,7000,1330000
7976-T,菱鉛筆,東証1部,その他製品,2040,2048,2006,2009,9600,19382300
7979-T,松風,東証1部,精密機器,904,907,891,891,11600,10416600
7980-T,重松製,東証JQスタンダード,その他製品,595,601,595,599,14000,8375000
7981-T,タカラスタン,東証1部,その他製品,758,764,750,758,269000,204201000
7983-T,ミロク,東証2部,その他製品,216,216,216,216,5000,1080000
7984-T,コクヨ,東証1部,その他製品,745,745,727,731,128000,94188300
7985-T,ネポン,東証2部,金属製品,200,201,200,200,6000,1201000
7986-T,キング工,東証JQスタンダード,その他製品,87,88,85,85,31000,2692000
7987-T,ナカバヤシ,東証1部,その他製品,205,205,203,204,25000,5110000
7988-T,ニフコ,東証1部,化学,2365,2366,2311,2331,213100,498080300
7989-T,ブラインド,東証2部,金属製品,479,479,474,474,7300,3473000
7990-T,グローブライ,東証1部,その他製品,123,124,116,119,722000,85922000
7991-T,マミヤOP,東証2部,機械,203,204,196,196,328000,65537000
7992-T,セーラー,東証2部,その他製品,40,40,39,39,101000,3985000
7994-T,岡村製,東証1部,その他製品,715,715,691,693,149000,104206000
7995-T,日バルカー,東証1部,化学,259,260,253,255,150000,38372000
7997-T,くろ工,東証2部,その他製品,89,89,89,89,4000,356000
7999-T,MUTOH-HD,東証1部,電気機器,472,476,450,454,2449000,1125607000
8001-F,伊藤忠,福証,卸売業,-,-,-,-,0,0
8001-S,伊藤忠,札証,卸売業,-,-,-,-,0,0
8001-T,伊藤忠,東証1部,卸売業,1271,1274,1219,1248,7515900,9378783700
8002-T,丸紅,東証1部,卸売業,737,738,709,719,15553000,11241071000
8005-T,スクロール,東証1部,小売業,275,275,272,273,44100,12076300
8006-T,ユアサフナ,東証2部,卸売業,230,233,229,229,40000,9184000
8007-T,高島,東証1部,卸売業,305,311,298,300,444000,134919000
8008-T,F&AアクアHD,東証1部,卸売業,1545,1557,1497,1505,110400,167584900
8011-T,三陽商,東証1部,繊維製品,262,262,250,255,687000,176322000
8012-T,長瀬産,東証1部,卸売業,1399,1399,1346,1353,247200,336476000
8013-T,ナイガイ,東証1部,繊維製品,60,60,58,58,1835000,108197000
8014-T,蝶理,東証1部,卸売業,1080,1085,1055,1062,48400,51703300
8015-T,豊通商,東証1部,卸売業,2970,2980,2868,2888,1345500,3920638600
8016-T,オンワードHD,東証1部,繊維製品,970,975,922,930,1287000,1204348000
8018-T,三共興,東証1部,卸売業,369,371,360,360,24200,8858200
8020-T,兼松,東証1部,卸売業,122,124,119,119,2816000,341567000
8022-T,ミズノ,東証1部,その他製品,610,614,592,602,581000,349880000
8023-T,大興通,東証2部,卸売業,131,131,131,131,3000,393000
8025-T,ツカモト,東証1部,卸売業,152,152,148,148,159000,23835000
8028-T,Fマート,東証1部,小売業,4670,4680,4565,4595,559300,2585012000
8029-T,ルック,東証1部,繊維製品,333,334,324,329,564000,185233000
8030-T,中央魚,東証2部,卸売業,218,218,214,214,20000,4325000
8031-F,三井物,福証,卸売業,-,-,-,-,0,0
8031-S,三井物,札証,卸売業,-,-,-,-,0,0
8031-T,三井物,東証1部,卸売業,1350,1356,1307,1332,12963400,17257897300
8032-T,紙パル商,東証1部,卸売業,337,337,326,328,159000,52787000
8035-T,東エレク,東証1部,電気機器,5110,5110,4740,4790,2756500,13381053000
8036-T,日立ハイテク,東証1部,卸売業,2378,2380,2296,2306,456000,1056776800
8037-T,カメイ,東証1部,卸売業,809,809,770,772,99400,77710700
8038-T,東都水,東証1部,卸売業,152,153,148,149,404000,60527000
8039-T,築地魚,東証2部,卸売業,93,93,91,92,48000,4428000
8040-T,東ソワール,東証2部,繊維製品,262,262,262,262,2000,524000
8041-T,OUGHD,東証1部,卸売業,195,199,188,190,246000,47172000
8043-T,スターゼン,東証1部,卸売業,266,266,259,262,94000,24676000
8044-T,大都魚,東証2部,卸売業,101,101,100,100,23000,2316000
8045-T,横丸魚,東証JQスタンダード,卸売業,455,455,455,455,1000,455000
8046-T,丸藤パ,東証2部,卸売業,212,213,209,209,16000,3373000
8050-T,セイコーHD,東証1部,精密機器,490,493,472,478,1516000,728275000
8051-T,山善,東証1部,卸売業,653,655,642,644,65700,42495700
8052-T,椿本興,東証1部,卸売業,275,275,272,272,29000,7944000
8053-F,住友商,福証,卸売業,-,-,-,-,0,0
8053-T,住友商,東証1部,卸売業,1350,1350,1301,1317,5665400,7491069000
8056-T,日ユニシス,東証1部,情報・通信業,764,766,730,741,582900,435165900
8057-T,内田洋,東証1部,卸売業,282,282,276,277,670000,186762000
8058-T,三菱商,東証1部,卸売業,1885,1892,1830,1861,9401600,17497823900
8059-T,第一実,東証1部,卸売業,429,430,424,425,132000,56360000
8060-T,キヤノンMJ,東証1部,卸売業,1374,1381,1341,1347,181600,246728000
8061-T,西華産,東証1部,卸売業,257,257,253,253,50000,12752000
8065-T,佐藤商,東証1部,卸売業,584,586,568,568,14800,8551100
8066-T,三谷商,東証2部,卸売業,1740,1747,1735,1739,7300,12702300
8068-T,菱洋エレク,東証1部,卸売業,835,839,832,834,113400,94667500
8070-T,東京産,東証1部,卸売業,324,326,317,317,27500,8873000
8072-T,出版貿,東証JQスタンダード,卸売業,-,-,-,-,0,0
8073-T,MAGネットHD,東証JQスタンダード,その他金融業,124,124,122,123,19000,2335800
8074-T,ユアサ商,東証1部,卸売業,190,190,184,185,692000,128955000
8075-T,神鋼商,東証1部,卸売業,193,195,191,192,144000,27757000
8077-T,小林産,東証1部,卸売業,279,280,266,266,28800,7812300
8078-T,阪和興,東証1部,卸売業,409,409,391,398,729000,290108000
8079-T,正栄食,東証2部,卸売業,743,745,717,733,14300,10468800
8081-T,カナデン,東証1部,卸売業,664,666,650,652,48000,31758000
8084-T,菱電商,東証1部,卸売業,694,695,678,678,76000,52120000
8085-S,ナラサキ,札証,卸売業,-,-,-,-,0,0
8085-T,ナラサキ,東証2部,卸売業,192,192,186,186,57000,10729000
8086-T,ニプロ,東証1部,精密機器,1046,1051,1027,1033,2852200,2960551000
8087-T,フルサト,東証1部,卸売業,950,950,942,945,4200,3976500
8088-T,岩谷産,東証1部,卸売業,394,395,378,379,774000,297469000
8089-T,すてきN,東証1部,卸売業,223,224,217,217,114000,25077000
8090-T,昭光商,東証1部,卸売業,143,143,140,141,231000,32731000
8091-T,ニチモウ,東証1部,卸売業,188,189,184,186,123000,22832000
8093-T,極東貿,東証1部,卸売業,215,216,208,211,56000,11868000
8095-T,イワキ,東証1部,卸売業,199,201,196,197,40000,7930000
8096-T,兼松エレク,東証1部,情報・通信業,1312,1315,1293,1294,12500,16273900
8097-T,三愛石,東証1部,卸売業,384,389,379,380,179000,68706000
8098-T,稲畑産,東証1部,卸売業,853,864,822,826,203900,170893300
8101-T,GSIクレオス,東証1部,卸売業,164,164,155,157,1994000,315072000
8103-T,明和産,東証1部,卸売業,343,345,331,333,163100,54722800
8104-S,クワザワ,札証,卸売業,387,387,379,387,10000,3862000
8105-T,堀田丸正,東証2部,卸売業,57,57,55,55,173000,9587000
8107-T,キムラタン,東証1部,繊維製品,10,10,9,10,5847000,57613000
8108-F,ヤマエ久,福証,卸売業,931,931,926,926,300,278300
8111-T,Gウイン,東証1部,繊維製品,471,471,458,465,71000,32960000
8113-T,ユニチャーム,東証1部,化学,5750,5780,5630,5720,1063100,6086737000
8114-T,デサント,東証1部,繊維製品,764,764,744,754,118000,89101000
8115-T,ムーンバット,東証2部,卸売業,217,220,207,215,475000,101281000
8117-T,中央自,東証2部,卸売業,690,693,687,689,53000,36596000
8118-T,キング,東証1部,繊維製品,487,487,462,483,35500,16871400
8119-T,三栄コポ,東証JQスタンダード,卸売業,570,570,563,563,8000,4546000
8120-T,大木,東証JQスタンダード,卸売業,502,502,495,495,2700,1340400
8123-T,川辺,東証JQスタンダード,卸売業,150,150,148,148,4000,594000
8125-T,ワキタ,東証1部,卸売業,1115,1120,1082,1102,388000,427402000
8127-T,ヤマトインタ,東証1部,繊維製品,457,460,454,456,42500,19418600
8129-T,東邦HD,東証1部,卸売業,1872,1900,1840,1854,365200,684190200
8130-T,サンゲツ,東証1部,卸売業,2622,2635,2581,2596,55000,143247600
8131-T,ミツウロコGHD,東証1部,卸売業,494,495,487,487,13000,6371000
8132-T,シナネン,東証1部,卸売業,378,380,373,376,85000,31992000
8133-T,エネクス,東証1部,卸売業,504,513,503,503,154100,78218700
8135-T,ゼット,東証2部,卸売業,101,101,97,97,45000,4453000
8136-T,サンリオ,東証1部,卸売業,5100,5100,4980,5030,278200,1397835500
8137-T,サンワテクノス,東証1部,卸売業,1000,1009,988,991,14100,14074200
8138-T,三京化,東証2部,卸売業,240,240,240,240,1000,240000
8139-T,ナガホリ,東証2部,卸売業,249,253,239,252,59000,14626000
8140-T,リョーサン,東証1部,卸売業,1797,1803,1738,1742,113400,199764200
8141-T,新光商,東証1部,卸売業,919,924,889,890,23700,21387800
8142-F,トーホー,福証,卸売業,-,-,-,-,0,0
8142-T,トーホー,東証1部,卸売業,372,374,369,369,102000,37826000
8143-T,ラピーヌ,東証2部,繊維製品,104,104,99,100,126000,12730000
8144-T,電響社,東証2部,卸売業,581,581,577,577,6000,3471000
8147-T,トミタ,東証JQスタンダード,卸売業,433,433,432,432,700,302600
8148-T,上原成,東証2部,卸売業,390,390,387,387,6000,2337000
8150-T,三信電,東証1部,卸売業,619,619,603,603,170600,103636900
8151-T,東陽テク,東証1部,卸売業,1297,1299,1267,1271,53100,67932200
8152-T,ソマール,東証2部,卸売業,-,-,-,-,0,0
8153-T,モスフード,東証1部,卸売業,1937,1942,1913,1915,54100,104269800
8154-T,加賀電,東証1部,卸売業,807,807,798,798,33800,27122400
8155-T,三益半,東証1部,金属製品,973,979,941,952,130200,124925200
8157-T,都築電,東証2部,卸売業,457,457,457,457,1000,457000
8158-T,ソーダニッカ,東証1部,卸売業,413,414,411,412,12000,4954000
8159-T,立花エレテ,東証1部,卸売業,1035,1039,989,1018,8600,8776200
8160-T,木曽路,東証1部,小売業,1893,1900,1883,1896,17500,33133600
8163-T,サトRS,東証1部,小売業,604,609,602,606,47500,28732100
8165-T,千趣会,東証1部,小売業,878,878,850,855,78300,67380800
8166-T,タカキュー,東証1部,小売業,399,400,391,394,18000,7122000
8167-T,丸久,東証2部,小売業,969,970,965,970,5200,5035300
8168-T,ケーヨー,東証1部,小売業,485,487,479,480,113000,54348500
8170-T,アデランス,東証1部,その他製品,1499,1563,1486,1505,337300,511644700
8173-T,上新電,東証1部,小売業,869,870,831,839,106000,89542000
8174-T,日ガス,東証1部,小売業,1200,1219,1168,1197,24300,29148800
8175-F,ベスト電,福証,小売業,-,-,-,-,0,0
8175-T,ベスト電,東証1部,小売業,193,194,182,187,840200,157842500
8178-T,マルエツ,東証1部,小売業,313,313,307,308,83000,25732000
8179-F,ロイヤルHD,福証,小売業,-,-,-,-,0,0
8179-T,ロイヤルHD,東証1部,小売業,1535,1547,1523,1531,68000,104346500
8181-T,東天紅,東証1部,小売業,188,188,186,187,75000,14027000
8182-T,いなげや,東証1部,小売業,990,997,990,990,6200,6149800
8184-T,島忠,東証1部,小売業,2691,2707,2658,2688,280700,753639000
8185-T,チヨダ,東証1部,小売業,2493,2500,2453,2464,121200,299237500
8186-T,大塚家,東証JQスタンダード,小売業,1065,1065,1017,1023,9500,9880000
8191-T,光製作,東証JQスタンダード,卸売業,642,642,640,640,5000,3203000
8194-T,ライフコーポ,東証1部,小売業,1242,1244,1233,1233,5700,7060500
8196-T,カスミ,東証1部,小売業,634,636,630,631,72600,45896600
8198-T,MV東海,東証2部,小売業,1271,1273,1269,1270,17600,22372400
8200-F,リンガハット,福証,小売業,-,-,-,-,0,0
8200-T,リンガハット,東証1部,小売業,1467,1470,1458,1460,40700,59548400
8201-T,さが美,東証1部,小売業,108,111,104,105,278000,29809000
8202-T,ラオックス,東証2部,小売業,36,37,35,35,5201000,184951000
8203-F,MrMax,福証,小売業,-,-,-,-,0,0
8203-T,MrMax,東証1部,小売業,340,342,337,339,50500,17145400
8205-T,シャクリーGG,東証JQスタンダード,卸売業,1177,1187,1177,1187,4000,4728000
8207-T,テンアライド,東証1部,小売業,308,308,306,307,10900,3350900
8208-T,エンチョー,東証JQスタンダード,小売業,455,456,455,456,2000,911000
8209-T,フレンドリー,東証2部,小売業,298,301,297,301,10000,2982000
8214-T,AOKIHD,東証1部,小売業,3090,3115,3050,3110,112900,348229500
8215-T,山形屋,東証JQスタンダード,小売業,82,82,79,79,21000,1689000
8217-T,オークワ,東証1部,小売業,975,975,957,962,73000,70385000
8218-T,コメリ,東証1部,小売業,2730,2748,2669,2695,230400,621636900
8219-T,青山商,東証1部,小売業,2698,2698,2623,2640,162100,430939300
8225-T,タカチホ,東証JQスタンダード,卸売業,139,140,139,140,4000,559000
8226-T,理経,東証2部,卸売業,273,273,241,244,1365000,343631000
8227-T,しまむら,東証1部,小売業,12360,12430,12160,12210,76700,943551000
8229-T,CFS,東証1部,小売業,387,387,382,383,4500,1730100
8230-F,はせがわ,福証,小売業,-,-,-,-,0,0
8230-T,はせがわ,東証1部,小売業,865,885,787,840,114900,97615300
8233-T,高島屋,東証1部,小売業,1095,1114,1071,1082,2847000,3104148000
8237-T,松屋,東証1部,小売業,1410,1410,1327,1333,112400,152206900
8242-T,H2Oリテイル,東証1部,小売業,988,990,953,956,1180000,1138772000
8244-T,近鉄百,東証1部,小売業,335,336,324,332,313000,103287000
8245-T,丸栄,東証1部,小売業,280,303,274,282,6327000,1827481000
8247-T,大和,東証2部,小売業,95,95,94,94,12000,1139000
8248-T,ニッセンHD,東証1部,小売業,319,319,316,317,85900,27234700
8249-T,テクノアソシエ,東証2部,卸売業,910,913,869,907,11300,10241900
8251-T,パルコ,東証1部,小売業,1095,1096,1060,1070,169600,181795600
8252-T,丸井G,東証1部,小売業,1100,1106,1053,1068,1588000,1703458700
8253-T,クレセゾン,東証1部,その他金融業,2510,2522,2409,2441,1681400,4126381800
8254-T,サイカ屋,東証2部,小売業,65,65,65,65,242000,15730000
8255-T,原信ナルス,東証1部,小売業,1702,1723,1697,1697,6100,10432000
8256-T,プロルート,東証JQスタンダード,卸売業,116,117,115,117,9500,1102500
8257-T,山陽百,東証JQスタンダード,小売業,-,-,-,-,0,0
8260-F,井筒屋,福証,小売業,-,-,-,-,0,0
8260-T,井筒屋,東証1部,小売業,91,92,89,89,1565000,141127000
8263-T,ダイエー,東証1部,小売業,357,357,333,343,1273700,436653300
8266-T,イズミヤ,東証1部,小売業,470,470,444,448,174000,79218000
8267-T,イオン,東証1部,小売業,1395,1395,1361,1366,3637100,4992198900
8270-T,ユニーGHD,東証1部,小売業,664,664,641,646,1652100,1071217300
8273-T,イズミ,東証1部,小売業,3180,3185,3095,3120,151800,474386000
8274-T,東武ストア,東証1部,小売業,269,270,268,268,13000,3495000
8275-T,フォーバル,東証JQスタンダード,卸売業,622,622,596,600,39800,23998000
8276-T,平和堂,東証1部,小売業,1722,1746,1719,1742,117100,203163200
8278-T,フジ,東証1部,小売業,1830,1830,1808,1822,11700,21290500
8279-T,ヤオコー,東証1部,小売業,3730,3735,3695,3715,37600,139570500
8281-T,ゼビオ,東証1部,小売業,2286,2286,2223,2265,203300,459209000
8282-T,ケーズHD,東証1部,小売業,3650,3660,3470,3500,376700,1327994000
8283-T,PALTAC,東証1部,卸売業,1329,1329,1284,1289,204100,265283000
8287-T,MV西日本,東証2部,小売業,1307,1315,1307,1309,5300,6932800
8289-T,OlympicG,東証1部,小売業,695,705,683,683,3300,2284800
8291-T,日産東HD,東証1部,小売業,330,331,326,328,98000,32151000
8298-T,ファミリー,東証JQスタンダード,小売業,598,598,552,552,12000,6731000
8301-T,日銀SC,東証JQスタンダード,銀行業,58500,58500,57000,58000,400,23060000
8303-T,新生銀,東証1部,銀行業,240,244,237,241,16755000,4030710000
8304-T,あおぞら,東証1部,銀行業,319,319,314,316,9193000,2911393000
8306-T,三菱UFJ,東証1部,銀行業,675,677,657,674,81987400,54881731500
8308-T,りそなHD,東証1部,銀行業,530,534,521,528,32904900,17364608300
8309-T,三住トラスト,東証1部,銀行業,531,538,514,519,37696000,19774156000
8316-T,三井住友,東証1部,銀行業,4925,4940,4785,4885,11310700,55064971000
8324-T,第四銀,東証1部,銀行業,350,354,343,345,432000,150192000
8325-T,北越銀,東証1部,銀行業,214,215,211,211,183000,38986000
8327-F,西日シ銀,福証,銀行業,-,-,-,-,0,0
8327-T,西日シ銀,東証1部,銀行業,283,284,272,278,2129000,594245000
8331-T,千葉銀,東証1部,銀行業,749,754,739,745,3291000,2457282000
8332-T,横浜銀,東証1部,銀行業,580,587,575,585,9429000,5479776000
8333-T,常陽銀,東証1部,銀行業,580,584,567,571,2027000,1163223000
8334-T,群馬銀,東証1部,銀行業,609,615,602,606,1532000,932450000
8336-T,武蔵銀,東証1部,銀行業,3760,3780,3670,3705,127900,476266000
8337-T,千葉興,東証1部,銀行業,790,809,788,791,173800,138235800
8338-T,筑波銀行,東証1部,銀行業,381,382,367,373,218300,82327400
8339-T,都民銀,東証1部,銀行業,1146,1172,1146,1168,160700,186059800
8341-S,七十七,札証,銀行業,-,-,-,-,0,0
8341-T,七十七,東証1部,銀行業,512,516,503,509,1345000,686418000
8342-T,青森銀,東証1部,銀行業,264,266,263,265,148000,39187000
8343-T,秋田銀,東証1部,銀行業,280,281,274,275,214000,59299000
8344-T,山形銀,東証1部,銀行業,449,449,436,442,136000,60475000
8345-T,岩手銀,東証1部,銀行業,4285,4360,4155,4170,64000,274004500
8346-T,東邦銀,東証1部,銀行業,312,315,302,305,253000,78284000
8349-T,東北銀,東証1部,銀行業,150,151,148,149,123000,18391000
8350-T,みち銀,東証1部,銀行業,200,201,197,197,100000,19937000
8354-F,ふくおか,福証,銀行業,-,-,-,-,0,0
8354-T,ふくおか,東証1部,銀行業,461,467,452,459,4193000,1925428000
8355-T,静岡銀,東証1部,銀行業,1146,1154,1124,1139,2476000,2822099000
8356-T,十六銀,東証1部,銀行業,398,406,389,392,1017000,404920000
8358-T,スルガ銀,東証1部,銀行業,1829,1835,1783,1799,1137000,2053200000
8359-T,八十二,東証1部,銀行業,622,631,618,624,1499000,936106000
8360-T,山梨銀,東証1部,銀行業,449,449,439,441,143000,63562000
8361-T,大垣銀,東証1部,銀行業,316,318,306,309,905000,284080000
8362-T,福井銀,東証1部,銀行業,229,231,227,227,280000,64066000
8363-T,北国銀,東証1部,銀行業,365,373,363,367,348000,127951000
8364-T,清水銀,東証1部,銀行業,2945,2950,2846,2920,14400,42059600
8366-T,滋賀銀,東証1部,銀行業,551,557,539,546,459000,251775000
8367-T,南都銀,東証1部,銀行業,403,405,399,404,272000,109473000
8368-T,百五銀,東証1部,銀行業,431,434,425,430,349000,150014000
8369-T,京都銀,東証1部,銀行業,878,887,864,870,984000,860055000
8374-T,三重銀,東証1部,銀行業,216,216,214,215,232000,50010000
8377-S,ほくほく,札証,銀行業,-,-,-,-,0,0
8377-T,ほくほく,東証1部,銀行業,205,207,200,203,4622000,940330000
8379-T,広島銀,東証1部,銀行業,456,459,444,448,983000,442318000
8381-T,山合銀,東証1部,銀行業,792,798,771,778,197000,154390000
8382-T,中国銀,東証1部,銀行業,1440,1440,1419,1426,256000,366238000
8383-T,鳥取銀,東証1部,銀行業,195,196,192,194,68000,13244000
8385-T,伊予銀,東証1部,銀行業,1022,1032,1008,1019,617000,630588000
8386-T,百十四,東証1部,銀行業,337,337,328,329,391000,129771000
8387-T,四国銀,東証1部,銀行業,242,244,241,241,154000,37339000
8388-T,阿波銀,東証1部,銀行業,564,568,554,560,291000,163699000
8390-F,鹿児銀,福証,銀行業,-,-,-,-,0,0
8390-T,鹿児銀,東証1部,銀行業,700,703,687,696,372000,258968000
8392-F,大分銀,福証,銀行業,-,-,-,-,0,0
8392-T,大分銀,東証1部,銀行業,328,329,321,325,124000,40371000
8393-F,宮崎銀,福証,銀行業,-,-,-,-,0,0
8393-T,宮崎銀,東証1部,銀行業,314,315,310,311,174000,54393000
8394-F,肥後銀,福証,銀行業,-,-,-,-,0,0
8394-T,肥後銀,東証1部,銀行業,638,638,617,622,456000,285605000
8395-F,佐賀銀,福証,銀行業,-,-,-,-,0,0
8395-T,佐賀銀,東証1部,銀行業,217,218,213,214,210000,45166000
8396-F,十八銀,福証,銀行業,-,-,-,-,0,0
8396-T,十八銀,東証1部,銀行業,239,240,237,238,138000,32914000
8397-F,沖縄銀,福証,銀行業,-,-,-,-,0,0
8397-T,沖縄銀,東証1部,銀行業,4450,4450,4390,4415,17500,77456500
8398-F,筑邦銀,福証,銀行業,208,208,208,208,1000,208000
8399-F,琉球銀,福証,銀行業,-,-,-,-,0,0
8399-T,琉球銀,東証1部,銀行業,1346,1353,1300,1322,102900,137086200
8409-T,八千代銀,東証1部,銀行業,3170,3225,3115,3130,23300,73835500
8410-T,セブン銀行,東証1部,銀行業,395,398,389,394,8125500,3193839300
8411-T,みずほ,東証1部,銀行業,224,225,218,223,286700500,63546768700
8415-T,紀陽HD,東証1部,銀行業,145,148,144,147,1445000,210917000
8416-T,高知銀行,東証2部,銀行業,120,121,117,119,199000,23657000
8418-T,山口FG,東証1部,銀行業,1021,1035,1006,1016,626000,636950000
8421-T,信金中金PS,東証,その他,168700,168900,168500,168900,67,11299500
8423-T,アクリーティブ,東証1部,その他金融業,20010,20160,19470,19570,1446,28524890
8424-T,芙蓉リース,東証1部,その他金融業,3820,3865,3770,3795,94700,360215500
8425-T,興銀リース,東証1部,その他金融業,3400,3450,3260,3300,174600,577897500
8439-T,TC-Lease,東証1部,その他金融業,2904,2915,2837,2864,191000,546520200
8462-T,フューチャーVC,東証JQスタンダード,証券商品先物,13710,13710,13100,13150,61,814810
8473-T,SBI,東証1部,証券商品先物,1284,1294,1181,1220,17021900,21016235300
85089-T,JトラストW,東証2部,その他金融業,63,67,34,35,1767800,82550500
8508-T,Jトラスト,東証2部,その他金融業,1883,1883,1837,1860,1862700,3461525300
8511-T,日証金,東証1部,その他金融業,828,830,797,812,703800,573385300
8515-T,アイフル,東証1部,その他金融業,1120,1143,1042,1098,28268000,31108510800
8518-T,アジア投資,東証1部,証券商品先物,125,127,112,116,6534000,787937000
8519-T,ポケットC,東証1部,その他金融業,739,744,719,726,212200,155150800
8521-T,長野銀,東証1部,銀行業,184,186,184,185,78000,14386000
8522-T,名銀,東証1部,銀行業,395,398,380,386,300000,116480000
8524-S,北洋銀行,札証,銀行業,-,-,-,-,0,0
8524-T,北洋銀行,東証1部,銀行業,407,410,392,402,666200,267424300
8527-T,愛知銀,東証1部,銀行業,4695,4750,4660,4715,10900,51294000
8529-T,第三銀,東証1部,銀行業,167,168,163,165,672000,111490000
8530-T,中京銀,東証1部,銀行業,185,186,184,185,76000,14085000
8536-T,東日銀,東証1部,銀行業,218,219,215,216,344000,74497000
8537-T,大光銀,東証1部,銀行業,240,241,237,240,51000,12225000
8540-F,福中銀,福証,銀行業,310,310,307,307,6000,1853000
8541-T,愛媛銀,東証1部,銀行業,250,253,247,248,132000,32988000
8542-T,トマト銀,東証1部,銀行業,180,181,177,178,60000,10759000
8543-T,みなと銀,東証1部,銀行業,180,181,173,177,485000,85793000
8544-T,京葉銀,東証1部,銀行業,562,564,549,554,421000,233447000
8545-T,関西ア銀,東証1部,銀行業,116,117,112,114,1550000,177307000
8550-T,栃木銀,東証1部,銀行業,382,382,374,376,98000,37097000
8551-T,北日銀,東証1部,銀行業,2361,2379,2322,2345,8300,19542400
8554-F,南日銀,福証,銀行業,150,150,150,150,1000,150000
8558-T,東和銀,東証1部,銀行業,94,95,91,93,1724000,159808000
8559-F,豊和銀,福証,銀行業,105,105,105,105,1000,105000
8560-F,宮崎太,福証,銀行業,208,225,203,203,21000,4397000
8562-T,福島銀,東証1部,銀行業,82,83,81,82,2910000,239369000
8563-T,大東銀,東証1部,銀行業,90,90,88,90,1296000,115931000
8566-T,リコーリース,東証1部,その他金融業,2889,2889,2803,2828,60200,170497100
8570-T,イオンFS,東証1部,その他金融業,3120,3165,3070,3135,770800,2406766000
8572-T,アコム,東証1部,その他金融業,3355,3370,3185,3265,492210,1605627950
8584-S,ジャックス,札証,その他金融業,-,-,-,-,0,0
8584-T,ジャックス,東証1部,その他金融業,580,588,564,575,698000,401603000
8585-T,オリコ,東証1部,その他金融業,281,286,271,278,26201000,7302171500
8586-T,日立キャピ,東証1部,その他金融業,2287,2347,2287,2322,541500,1259114600
8589-T,アプラスF,東証1部,その他金融業,182,186,177,180,2127800,384133600
8591-T,オリックス,東証1部,その他金融業,1514,1551,1511,1547,19158000,29360319500
8593-T,三菱Uリース,東証1部,その他金融業,497,498,481,488,2559700,1249086600
8594-S,中道リース,札証,その他金融業,-,-,-,-,0,0
8595-T,ジャフコ,東証1部,証券商品先物,4440,4450,4235,4280,605600,2622040500
8596-F,九州リース,福証,その他金融業,231,231,231,231,2000,462000
8600-T,トモニHD,東証1部,銀行業,393,394,388,392,143000,56109600
8601-T,大和証G,東証1部,証券商品先物,912,915,882,908,19843000,17925613000
8604-T,野村HD,東証1部,証券商品先物,827,829,791,814,60214300,49064894900
8609-T,岡三,東証1部,証券商品先物,945,949,884,904,4216000,3806015000
8613-T,丸三証,東証1部,証券商品先物,765,767,717,736,604300,449692800
8614-T,東洋証,東証1部,証券商品先物,359,360,335,341,1403000,485827000
8616-T,東海東京,東証1部,証券商品先物,828,832,797,806,2720600,2195292900
8617-T,光世証,東証1部,証券商品先物,314,316,290,294,2844000,856294000
8622-T,水戸証,東証1部,証券商品先物,513,513,476,485,1360000,669519000
8624-T,いちよし,東証1部,証券商品先物,1405,1413,1323,1343,821200,1109221300
8625-T,高木証,東証2部,証券商品先物,444,447,387,416,1226000,514304000
8628-T,松井証,東証1部,証券商品先物,1025,1030,986,999,1957800,1964865000
